name,Sorting,Installed_By,Notes,RHEL9_LD,RHEL8_LD,OpenSUSE_15.6_LD,OpenSUSE_15.5_LD,Legacy-OS_OpenSUSE_15.4_LD,Ubuntu_24.04_LD,Ubuntu_22.04_LD,Legacy-OS_Ubuntu_20.04_LD,Linux_RT,Windows_11,Windows_10,Windows_Server_2025,Windows_Server_2022,Windows_Server_2019_64-bit,Legacy-OS_Windows_Server_2016_64-bit,Linux_Download,Linux_RT_Download,Windows_Download,Legacy-OS_RHEL7_LD,Legacy-OS_CENTOS7_LD,Legacy-OS_OpenSUSE_15.3_LD,Legacy-OS_OpenSUSE_15.2_LD,Legacy-OS_OpenSUSE_15.1_LD,Legacy-OS_Ubuntu_18.04_LD,Legacy-OS_Windows_8,Legacy-OS_Windows_7,Legacy-OS_MacOS 11,Legacy-OS_MacOS 10.15
PXI-2565 (SWITCH),2565,NI-SWITCH,"<ul><li>LabVIEW API is not currently supported on Ubuntu OS</li><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-switch.html"" target=""_blank"">Release Notes</a>)</li><li>Table may exclude software versions older than 21.3; support may have been available earlier.</li><li>**Select NI drivers are incompatible with default IOMMU settings on Linux Kernel 6.8 and later, resulting in generic hardware or internal errors while using NI hardware.  Consult the <a href=""https://www.ni.com/r/iommu-linux"" target=""_blank"">NI Platform on Linux Desktop User Manual</a> for more information.</li></ul>",2023 Q1,19.1,2024 Q4,2023 Q4,2023 Q1 to 2023 Q4,2024 Q4**,2023 Q1**,21.3 to 2023 Q4,20.5,2022 Q4,16,2025 Q2,2022 Q4,21.3,21.3 to 2023 Q4,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-linux-device-drivers.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-switch.html"" target=""_blank"">latest version</a>",18.1 to 21.3,18.1 to 21.3,2023 Q1 to 2023 Q3,21.3 to 21.3,20.1 to 21.3,21.3 to 21.3,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
PXI-2566 (DAQmx),2566,NI-DAQmx,"<ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en/support/documentation/release-notes/product.ni-daq-mx.html"" target=""_blank"">Release Notes</a>)</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,2022 Q3,19.1,2025 Q2,2022 Q3,20.7,20 to 2024 Q3,Not Supported,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-daq-mx.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,19.1 to 20.1,19.1 to 20.1,Not Supported,Not Supported
PXI-2566 (SWITCH),2566,NI-SWITCH,"<ul><li>LabVIEW API is not currently supported on Ubuntu OS</li><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-switch.html"" target=""_blank"">Release Notes</a>)</li><li>Table may exclude software versions older than 21.3; support may have been available earlier.</li><li>**Select NI drivers are incompatible with default IOMMU settings on Linux Kernel 6.8 and later, resulting in generic hardware or internal errors while using NI hardware.  Consult the <a href=""https://www.ni.com/r/iommu-linux"" target=""_blank"">NI Platform on Linux Desktop User Manual</a> for more information.</li></ul>",2023 Q1,19.1,2024 Q4,2023 Q4,2023 Q1 to 2023 Q4,2024 Q4**,2023 Q1**,21.3 to 2023 Q4,20.5,2022 Q4,16,2025 Q2,2022 Q4,21.3,21.3 to 2023 Q4,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-linux-device-drivers.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-switch.html"" target=""_blank"">latest version</a>",18.1 to 21.3,18.1 to 21.3,2023 Q1 to 2023 Q3,21.3 to 21.3,20.1 to 21.3,21.3 to 21.3,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
PXI-2567 (DAQmx),2567,NI-DAQmx,"<ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en/support/documentation/release-notes/product.ni-daq-mx.html"" target=""_blank"">Release Notes</a>)</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,2022 Q3,19.1,2025 Q2,2022 Q3,20.7,20 to 2024 Q3,Not Supported,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-daq-mx.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,19.1 to 20.1,19.1 to 20.1,Not Supported,Not Supported
PXI-2567 (SWITCH),2567,NI-SWITCH,"<ul><li>LabVIEW API is not currently supported on Ubuntu OS</li><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-switch.html"" target=""_blank"">Release Notes</a>)</li><li>Table may exclude software versions older than 21.3; support may have been available earlier.</li><li>**Select NI drivers are incompatible with default IOMMU settings on Linux Kernel 6.8 and later, resulting in generic hardware or internal errors while using NI hardware.  Consult the <a href=""https://www.ni.com/r/iommu-linux"" target=""_blank"">NI Platform on Linux Desktop User Manual</a> for more information.</li></ul>",2023 Q1,19.1,2024 Q4,2023 Q4,2023 Q1 to 2023 Q4,2024 Q4**,2023 Q1**,21.3 to 2023 Q4,20.5,2022 Q4,16,2025 Q2,2022 Q4,21.3,21.3 to 2023 Q4,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-linux-device-drivers.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-switch.html"" target=""_blank"">latest version</a>",18.1 to 21.3,18.1 to 21.3,2023 Q1 to 2023 Q3,21.3 to 21.3,20.1 to 21.3,21.3 to 21.3,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
PXI-2568 (DAQmx),2568,NI-DAQmx,"<ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en/support/documentation/release-notes/product.ni-daq-mx.html"" target=""_blank"">Release Notes</a>)</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,2022 Q3,19.1,2025 Q2,2022 Q3,20.7,20 to 2024 Q3,Not Supported,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-daq-mx.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,19.1 to 20.1,19.1 to 20.1,Not Supported,Not Supported
PXI-2568 (SWITCH),2568,NI-SWITCH,"<ul><li>LabVIEW API is not currently supported on Ubuntu OS</li><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-switch.html"" target=""_blank"">Release Notes</a>)</li><li>Table may exclude software versions older than 21.3; support may have been available earlier.</li><li>**Select NI drivers are incompatible with default IOMMU settings on Linux Kernel 6.8 and later, resulting in generic hardware or internal errors while using NI hardware.  Consult the <a href=""https://www.ni.com/r/iommu-linux"" target=""_blank"">NI Platform on Linux Desktop User Manual</a> for more information.</li></ul>",2023 Q1,19.1,2024 Q4,2023 Q4,2023 Q1 to 2023 Q4,2024 Q4**,2023 Q1**,21.3 to 2023 Q4,20.5,2022 Q4,16,2025 Q2,2022 Q4,21.3,21.3 to 2023 Q4,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-linux-device-drivers.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-switch.html"" target=""_blank"">latest version</a>",18.1 to 21.3,18.1 to 21.3,2023 Q1 to 2023 Q3,21.3 to 21.3,20.1 to 21.3,21.3 to 21.3,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
PXI-2569 (DAQmx),2569,NI-DAQmx,"<ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en/support/documentation/release-notes/product.ni-daq-mx.html"" target=""_blank"">Release Notes</a>)</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,2022 Q3,19.1,2025 Q2,2022 Q3,20.7,20 to 2024 Q3,Not Supported,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-daq-mx.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,19.1 to 20.1,19.1 to 20.1,Not Supported,Not Supported
PXIe-2569 (DAQmx),2569,NI-DAQmx,"<ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en/support/documentation/release-notes/product.ni-daq-mx.html"" target=""_blank"">Release Notes</a>)</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,2022 Q3,19.1,2025 Q2,2022 Q3,20.7,20 to 2024 Q3,Not Supported,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-daq-mx.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,19.1 to 20.1,19.1 to 20.1,Not Supported,Not Supported
PXI-2569 (SWITCH),2569,NI-SWITCH,"<ul><li>LabVIEW API is not currently supported on Ubuntu OS</li><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-switch.html"" target=""_blank"">Release Notes</a>)</li><li>Table may exclude software versions older than 21.3; support may have been available earlier.</li><li>**Select NI drivers are incompatible with default IOMMU settings on Linux Kernel 6.8 and later, resulting in generic hardware or internal errors while using NI hardware.  Consult the <a href=""https://www.ni.com/r/iommu-linux"" target=""_blank"">NI Platform on Linux Desktop User Manual</a> for more information.</li></ul>",2023 Q1,19.1,2024 Q4,2023 Q4,2023 Q1 to 2023 Q4,2024 Q4**,2023 Q1**,21.3 to 2023 Q4,20.5,2022 Q4,16,2025 Q2,2022 Q4,21.3,21.3 to 2023 Q4,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-linux-device-drivers.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-switch.html"" target=""_blank"">latest version</a>",18.1 to 21.3,18.1 to 21.3,2023 Q1 to 2023 Q3,21.3 to 21.3,20.1 to 21.3,21.3 to 21.3,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
PXIe-2569 (SWITCH),2569,NI-SWITCH,"<ul><li>LabVIEW API is not currently supported on Ubuntu OS</li><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-switch.html"" target=""_blank"">Release Notes</a>)</li><li>Table may exclude software versions older than 21.3; support may have been available earlier.</li><li>**Select NI drivers are incompatible with default IOMMU settings on Linux Kernel 6.8 and later, resulting in generic hardware or internal errors while using NI hardware.  Consult the <a href=""https://www.ni.com/r/iommu-linux"" target=""_blank"">NI Platform on Linux Desktop User Manual</a> for more information.</li></ul>",2023 Q1,19.1,2024 Q4,2023 Q4,2023 Q1 to 2023 Q4,2024 Q4**,2023 Q1**,21.3 to 2023 Q4,20.5,2022 Q4,16,2025 Q2,2022 Q4,21.3,21.3 to 2023 Q4,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-linux-device-drivers.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-switch.html"" target=""_blank"">latest version</a>",18.1 to 21.3,18.1 to 21.3,2023 Q1 to 2023 Q3,21.3 to 21.3,20.1 to 21.3,21.3 to 21.3,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
PXI-2570 (DAQmx),2570,NI-DAQmx,"<ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en/support/documentation/release-notes/product.ni-daq-mx.html"" target=""_blank"">Release Notes</a>)</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,2022 Q3,19.1,2025 Q2,2022 Q3,20.7,20 to 2024 Q3,Not Supported,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-daq-mx.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,19.1 to 20.1,19.1 to 20.1,Not Supported,Not Supported
PXI-2570 (SWITCH),2570,NI-SWITCH,"<ul><li>LabVIEW API is not currently supported on Ubuntu OS</li><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-switch.html"" target=""_blank"">Release Notes</a>)</li><li>Table may exclude software versions older than 21.3; support may have been available earlier.</li><li>**Select NI drivers are incompatible with default IOMMU settings on Linux Kernel 6.8 and later, resulting in generic hardware or internal errors while using NI hardware.  Consult the <a href=""https://www.ni.com/r/iommu-linux"" target=""_blank"">NI Platform on Linux Desktop User Manual</a> for more information.</li></ul>",2023 Q1,19.1,2024 Q4,2023 Q4,2023 Q1 to 2023 Q4,2024 Q4**,2023 Q1**,21.3 to 2023 Q4,20.5,2022 Q4,16,2025 Q2,2022 Q4,21.3,21.3 to 2023 Q4,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-linux-device-drivers.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-switch.html"" target=""_blank"">latest version</a>",18.1 to 21.3,18.1 to 21.3,2023 Q1 to 2023 Q3,21.3 to 21.3,20.1 to 21.3,21.3 to 21.3,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
PXI-2571 (DAQmx),2571,NI-DAQmx,"<ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en/support/documentation/release-notes/product.ni-daq-mx.html"" target=""_blank"">Release Notes</a>)</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,2022 Q3,19.1,2025 Q2,2022 Q3,20.7,20 to 2024 Q3,Not Supported,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-daq-mx.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,19.1 to 20.1,19.1 to 20.1,Not Supported,Not Supported
PXI-2571 (SWITCH),2571,NI-SWITCH,"<ul><li>LabVIEW API is not currently supported on Ubuntu OS</li><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-switch.html"" target=""_blank"">Release Notes</a>)</li><li>Table may exclude software versions older than 21.3; support may have been available earlier.</li><li>**Select NI drivers are incompatible with default IOMMU settings on Linux Kernel 6.8 and later, resulting in generic hardware or internal errors while using NI hardware.  Consult the <a href=""https://www.ni.com/r/iommu-linux"" target=""_blank"">NI Platform on Linux Desktop User Manual</a> for more information.</li></ul>",2023 Q1,19.1,2024 Q4,2023 Q4,2023 Q1 to 2023 Q4,2024 Q4**,2023 Q1**,21.3 to 2023 Q4,20.5,2022 Q4,16,2025 Q2,2022 Q4,21.3,21.3 to 2023 Q4,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-linux-device-drivers.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-switch.html"" target=""_blank"">latest version</a>",18.1 to 21.3,18.1 to 21.3,2023 Q1 to 2023 Q3,21.3 to 21.3,20.1 to 21.3,21.3 to 21.3,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
PXI-2575 (DAQmx),2575,NI-DAQmx,"<ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en/support/documentation/release-notes/product.ni-daq-mx.html"" target=""_blank"">Release Notes</a>)</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,2022 Q3,19.1,2025 Q2,2022 Q3,20.7,20 to 2024 Q3,Not Supported,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-daq-mx.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,19.1 to 20.1,19.1 to 20.1,Not Supported,Not Supported
PXIe-2575 (DAQmx),2575,NI-DAQmx,"<ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en/support/documentation/release-notes/product.ni-daq-mx.html"" target=""_blank"">Release Notes</a>)</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,2022 Q3,19.1,2025 Q2,2022 Q3,20.7,20 to 2024 Q3,Not Supported,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-daq-mx.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,19.1 to 20.1,19.1 to 20.1,Not Supported,Not Supported
PXI-2575 (SWITCH),2575,NI-SWITCH,"<ul><li>LabVIEW API is not currently supported on Ubuntu OS</li><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-switch.html"" target=""_blank"">Release Notes</a>)</li><li>Table may exclude software versions older than 21.3; support may have been available earlier.</li><li>**Select NI drivers are incompatible with default IOMMU settings on Linux Kernel 6.8 and later, resulting in generic hardware or internal errors while using NI hardware.  Consult the <a href=""https://www.ni.com/r/iommu-linux"" target=""_blank"">NI Platform on Linux Desktop User Manual</a> for more information.</li></ul>",2023 Q1,19.1,2024 Q4,2023 Q4,2023 Q1 to 2023 Q4,2024 Q4**,2023 Q1**,21.3 to 2023 Q4,20.5,2022 Q4,16,2025 Q2,2022 Q4,21.3,21.3 to 2023 Q4,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-linux-device-drivers.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-switch.html"" target=""_blank"">latest version</a>",18.1 to 21.3,18.1 to 21.3,2023 Q1 to 2023 Q3,21.3 to 21.3,20.1 to 21.3,21.3 to 21.3,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
